PSQLBI1V2LUN01	04:27:36	691.63M
OASCPRDCLZLUN002	05:42:36	2.02M
OASCPRDCLZLUN001	05:42:36	2.02M
PSQLOA7LUN001	18:17:06	2.01M
OASCPRDCLZLUN002	10:17:01	2.01M
OASCPRDCLZLUN001	10:17:01	2.01M
OASPRODLUN02	00:12:36	2.00M
OASPRODLUN01	00:12:36	1.99M
CALDEVLZ1LUN0001	10:22:01	1.98M
CALPRDLZ1LUN01	15:17:06	1.96M
TSQLSPINTLUN01	18:22:06	1.94M
CTRLMEMPRDLZ1LUN03	16:47:06	1.94M
OASCPRDLZLUN001	04:07:06	1.93M
OASCPRDLZLUN002	04:07:06	1.92M
OASCPRDCLZLUN002	05:37:36	1.90M
OASCPRDCLZLUN001	05:37:36	1.90M
CALPRDLZ1LUN01	16:12:06	1.88M
CALGZ1ZLUN02	05:27:36	1.87M
CALGZ1ZLUN01	05:27:36	1.87M
WASSBPRDLZ1LUN02	05:02:06	1.84M
WASSBPRDLZ1LUN01	05:02:06	1.84M
CALDEVLZ1LUN0001	05:52:36	1.84M
PSQLOA7LUN001	18:07:36	1.83M
OASPRODLUN02	22:07:36	1.83M
OASPRODLUN01	22:07:36	1.83M
LIBQA1FSLUN01	15:52:36	1.83M
TSQLSPINTLUN01	18:27:06	1.80M
WASSBQALZLUN02	05:02:36	1.79M
WASSBQALZLUN01	05:02:36	1.79M
UNIVERSELUN01SSSNP-caldevlz3	05:12:06	1.79M
WLSIPRDGZLUN01	21:22:06	1.78M
WLSCTDEVLUN02	05:02:36	1.77M
WLSCTDEV2LUN06	05:02:36	1.77M
MIDWGZ2LUN04	05:02:36	1.76M
MIDWGZ2LUN03	05:02:36	1.76M
WLSCTPRDLUN01	21:17:06	1.75M
DB2DEVOSLUN02	05:02:06	1.74M
DB2DEVOSLUN01	05:02:06	1.74M
WMBPRELZ1LUN1	21:02:36	1.73M
WASSRSQALZ2ZFSLUN02	05:07:36	1.73M
WASSRSDEVLZ3ZFSLUN02	05:07:36	1.73M
UNIVERSELUN01SSSNP-caldevlz1	09:27:01	1.72M
REMWEB1LUN01	19:02:36	1.72M
WMBPRELZ1LUN1	09:22:01	1.71M
REMWEB1LUN02	19:02:36	1.71M
WMBPRELZ1LUN1	01:17:36	1.70M
WLSIPRDGZLUN01	21:22:36	1.70M
REMWEB1LUN02	05:42:36	1.69M
REMWEB1LUN01	05:42:36	1.69M
PSQLGDKF1LUN04	11:07:01	1.69M
WLSTQPRDGZ1LUN02	03:02:36	1.68M
WLSDPRDGZ2LUN04	05:02:36	1.66M
WLSDPRDGZ2LUN03	05:02:36	1.66M
WASSRSPRDZFSLUN02SSSNP-prdlz2	06:16:31	1.66M
PSQLOAL3LUN1	00:02:06	1.66M
MIDWGZ1OSLUN02	00:02:36	1.66M
MIDWGZ1OSLUN01	00:02:36	1.66M
CALDEVLZ1LUN0001	10:26:31	1.65M
IIBQA1LZ1LUN02	07:42:01	1.63M
TSQLSPINTLUN01	18:17:36	1.61M
WASSRSQALZ2LUN03	05:02:36	1.57M
PSQLOA7LUN001	18:02:06	1.57M
WASSBPRDLZ1LUN04	06:16:31	1.56M
SEN3HOST14	12:47:01	1.55M
WLSCTDEVLUN05	05:02:36	1.53M
REMAPP1PRDLUN02	14:01:31	1.53M
REMAPP1PRDLUN01	14:01:31	1.53M
UNIVERSELUN01SSSNP-caldevlz1	09:22:01	1.52M
UNIVERSELUN01SSSNP-caldevlz1	09:16:31	1.51M
SEN3HOST5LUN1	23:57:36	1.51M
UXCONT42CGLUN02	05:07:06	1.50M
UXCONT42CGLUN01	05:07:06	1.50M
MIDWGZ2LUN02	00:02:36	1.50M
MIDWGZ2LUN01	00:02:36	1.50M
WMBPRELZ1LUN1	11:12:01	1.49M
WASSRSQALZ2LUN03	05:07:06	1.48M
UXCONT42CGLUN02	05:02:06	1.48M
UXCONT42CGLUN01	05:02:06	1.48M
CTRLMSRVPRDLZ1LUN02	23:12:36	1.48M
CTRLMSRVPRDLZ1LUN01	23:12:36	1.48M
WLSPRDCGLUN02	05:02:36	1.47M
WLSPRDCGLUN01	05:02:36	1.47M
WASSRSPRDZFSLUN02SSSNP-qalz3	16:12:06	1.44M
LIBQA1GZOSLUN04	05:02:36	1.43M
LIBQA1GZOSLUN03	05:02:36	1.43M
OASPRODLUN02	23:17:36	1.42M
OASPRODLUN01	23:17:36	1.42M
CTRLMEMDEVLUN04	05:02:36	1.40M
CTRLMEMDEVLUN02	05:02:36	1.40M
CALGZ1ZLUN02	05:02:36	1.40M
CALGZ1ZLUN01	05:02:36	1.40M
SBLCL3LUN01	18:42:36	1.38M
WASSRSQALZ2ZFSLUN02	05:07:06	1.37M
WASSRSDEVLZ3ZFSLUN02	05:07:06	1.37M
AUDITIQPRDZFSLUN02	00:07:36	1.37M
AUDITIQPRDZFSLUN01	00:07:36	1.37M
AUDITIQPRDZFSLUN02	00:02:36	1.36M
AUDITIQPRDZFSLUN01	00:02:36	1.36M
WLSCTPRDLUN01	21:22:06	1.35M
WLSDDEVGZ2LUN02	05:02:36	1.33M
WLSDDEVGZ2LUN01	05:02:36	1.33M
AUDITIQPRDZFSLUN02	00:12:36	1.32M
AUDITIQPRDZFSLUN01	00:12:36	1.32M
WLSIPRDGZLUN01	21:17:36	1.31M
AUDITIQPRDZFSLUN02	00:12:06	1.31M
AUDITIQPRDZFSLUN01	00:12:06	1.31M
REMAPP1PRDLUN02	06:27:01	1.30M
REMAPP1PRDLUN01	06:27:01	1.30M
CALGZ1ZLUN02	05:22:06	1.29M
CALGZ1ZLUN01	05:22:06	1.29M
AUDITIQPRDZFSLUN04	03:12:06	1.29M
AUDITIQPRDZFSLUN03	03:12:06	1.29M
WLSPRDCGLUN02	05:07:06	1.28M
WLSPRDCGLUN01	05:07:06	1.28M
WLSTQPRDGZ1LUN02	05:22:36	1.19M
UNIVERSELUN01SSSNP-caldevlz1	09:26:31	1.18M
MIDWGZ2LUN02	05:02:36	1.18M
MIDWGZ2LUN01	05:02:36	1.18M
WLSPRDCGLUN02	00:02:36	1.17M
WLSPRDCGLUN01	00:02:36	1.17M
WLSCTDEVLUN04	05:02:36	1.11M
WLSCTDEVLUN03	05:02:36	1.11M
WASSBQALZLUN02	00:12:36	1.10M
WASSBQALZLUN01	00:12:36	1.10M
CALDEVLZ1LUN0001	10:21:31	1.10M
WLSDDEVGZ2LUN04	05:02:36	1.08M
WLSDDEVGZ2LUN03	05:02:36	1.08M
WLSCTDEVPLZ2LUN02	00:02:36	1.08M
REMWEB1LUN02	05:12:36	1.07M
REMWEB1LUN01	05:12:36	1.07M
WLSIDEVLUN02	00:47:36	1.06M
WASSBPRDLZ1LUN03SSSNP-qalz2	05:32:06	1.02M
PSQLGDKF1LUN04	11:06:31	1006.22K
CTRLMEMDEVLUN05	05:02:36	995.58K
CTRLMEMDEVLUN01	05:02:36	995.58K
REMWEB1LUN02	03:12:06	995.18K
REMWEB1LUN01	03:12:06	995.18K
WLSTQPRDGZ1LUN02	09:47:01	995.00K
DPROPHHLUN01	13:11:31	982.13K
ZFSDISKLUN002	05:07:06	979.33K
WASSRSLUN001	05:07:06	979.33K
WLSCTDEVLUN05	22:32:06	966.66K
WLSCTPRDLZLUN02	05:02:06	962.29K
WLSCTPRDLZLUN01	05:02:06	957.31K
DPROPHHLUN01	21:17:36	956.90K
DPROPHHLUN01	03:47:36	954.03K
DB2SRSPRDLZ1LUN01SSSNP-prdlz2	05:42:36	950.47K
WASSBPRDLZ1LUN03SSSNP-qalz1	00:12:06	948.50K
WLSPRDCLUN02	02:07:06	933.08K
WLSPRDCLUN01	02:07:06	933.08K
WLSCTDEVLUN04	00:02:36	907.52K
WLSCTDEVLUN03	00:02:36	907.52K
WASSBPRDLZ1LUN03SSSNP-247lz1	06:16:31	906.14K
PSQLGEKF1LUN01	12:07:01	902.95K
OASPRODLUN04	05:02:36	896.53K
OASPRODLUN03	05:02:36	896.53K
WLSDPRDGZ2LUN02	05:07:06	888.81K
WLSDPRDGZ2LUN01	05:07:06	888.81K
PSQLGEKF1LUN01	12:42:01	887.73K
WLSCDEVLUN02	22:12:06	887.64K
WLSCTDEVLUN02	05:07:06	883.08K
WLSCTDEV2LUN06	05:07:06	883.08K
WLSCTDEVLUN04	00:07:06	878.90K
WLSCTDEVLUN03	00:07:06	878.90K
WLSCTDEVLUN04	00:07:36	871.10K
WLSCTDEVLUN03	00:07:36	871.10K
WLSCTDEVLUN05	05:27:36	864.43K
UNIVERSELUN01SSSNP-caloptlz2	03:17:06	861.17K
WLSCTDEVLUN04	05:27:06	856.21K
WLSCTDEVLUN03	05:27:06	856.21K
WLSCTDEVLUN05	04:17:36	856.08K
MIDWGZ2LUN03	16:57:36	845.63K
MIDWGZ2LUN04	16:57:36	845.50K
UNIVERSELUN01SSSNP-caloptlz2	05:02:36	843.73K
WLSTQDEVGZ2LUN01	17:27:36	832.43K
WLSCTDEVLUN05	18:27:36	826.38K
WASSRSQALZ2ZFSLUN02	05:02:36	814.10K
WASSRSDEVLZ3ZFSLUN02	05:02:36	814.10K
SEN3HOST12	04:57:06	810.58K
PSQLCPR2LUN02	16:17:06	808.89K
UXCONT42CGLUN02	05:02:36	805.92K
UXCONT42CGLUN01	05:02:36	801.72K
PSQLGEKF1LUN01	13:41:31	794.13K
WLSCTDEVLUN02	05:02:06	789.63K
WLSCTDEV2LUN06	05:02:06	789.63K
UNIVERSELUN01SSSNP-cal247	05:27:06	782.84K
WLSCTDEVPLZ2LUN02	00:07:06	770.94K
DB2DEVOSLUN02	03:12:06	758.45K
DB2DEVOSLUN01	03:12:06	758.45K
LIBQA1FSLUN01	15:37:36	757.08K
CTRLMEMDEVLUN03	17:07:06	756.94K
PSQLCPR2LUN02	10:41:31	756.06K
CTRLMEMDEVLUN03	17:02:06	752.22K
UNIVERSELUN01SSSNP-caldevlz3	05:47:06	751.61K
DB2DEVOSLUN02	15:17:36	730.20K
DB2DEVOSLUN01	15:17:36	730.20K
DB2DEVOSLUN02	14:27:36	727.63K
DB2DEVOSLUN01	14:27:36	727.63K
CTRLMEMPRDLZ1LUN02	05:02:06	715.46K
CTRLMEMPRDLZ1LUN01	05:02:06	715.46K
CTRLMEMDEVLUN03	20:57:36	705.53K
CTRLMEMDEVLUN03	01:22:36	700.07K
CTRLMEMDEVLUN03	14:27:36	698.37K
WASSRSPRDZFSLUN01SSSNP-devlz1	11:22:01	697.42K
WASSRSPRDZFSLUN01SSSNP-devlz1	07:12:01	696.12K
WASSRSPRDZFSLUN01SSSNP-qalz2	13:16:31	695.32K
WASSBQALZLUN02	05:02:06	694.29K
WASSBQALZLUN01	05:02:06	694.29K
WASSRSPRDZFSLUN01SSSNP-devlz1	09:17:01	693.50K
LIBQA1GZOSLUN02	05:02:36	687.12K
LIBQA1GZOSLUN01	05:02:36	687.12K
UNIVERSELUN01SSSNP-backup	05:32:06	683.23K
WLSIPRDGZLUN01	22:17:06	681.23K
CTRLMSRVDEVLUN02	05:02:06	676.58K
CTRLMEMDEVLUN06	05:02:06	676.58K
UNIVERSELUN01SSSNP-caloptlz2	05:12:06	673.60K
MIDWGZ2LUN04	05:02:06	672.84K
MIDWGZ2LUN03	05:02:06	672.84K
SEN3HOST14	02:32:36	672.22K
WLSCTDEVLUN02	21:32:36	668.70K
WLSCTDEV2LUN06	21:32:36	668.70K
WASSRSPRDZFSLUN01SSSNP-prelz1	14:52:36	668.68K
WLSCTDEVPLZ2LUN02	17:02:06	665.79K
UXCONT42CGLUN02	20:47:36	665.43K
UXCONT42CGLUN01	20:47:36	665.43K
WLSCTPRDLZLUN01	05:07:06	661.69K
WLSCTPRDLZLUN02	05:07:06	660.79K
WLSDDEVGZ2LUN05	05:07:06	655.19K
UXCONT42CGLUN02	17:07:36	652.93K
UXCONT42CGLUN01	17:07:36	652.93K
WLSCTDEVPLZ2LUN02	16:32:06	652.23K
WLSCTDEVLUN02	08:47:01	642.92K
WLSCTDEV2LUN06	08:47:01	642.92K
WASSRSPRDZFSLUN01SSSNP-prelz1	21:07:36	639.43K
WASSRSPRDZFSLUN01SSSNP-prelz1	01:17:36	635.45K
SRSPRELUN003	05:07:06	634.90K
SRSPRELUN002	05:07:06	634.90K
WASSRSPRDZFSLUN01SSSNP-prelz1	23:12:36	632.72K
UNIVERSELUN01SSSNP-caldevlz2	05:37:06	631.73K
WASSRSPRDZFSLUN01SSSNP-devlz1	22:52:36	630.35K
WASSRSPRDZFSLUN01SSSNP-prelz1	03:22:36	629.40K
DPROPHHLUN01	06:07:01	626.42K
LIBQA1FSLUN02	00:07:36	621.97K
PSQLCPR2LUN05	10:41:31	621.55K
WLSCDEVLUN04	05:02:36	619.42K
WLSCDEVLUN03	05:02:36	619.42K
MIDWGZ2LUN03	03:12:06	619.26K
MIDWGZ2LUN04	03:12:06	619.25K
WLSCTPRDLZLUN02	23:12:06	618.48K
WLSCTPRDLZLUN01	23:12:06	618.47K
SEN3HOST14	06:41:31	617.23K
DSQLGIALUN001	02:37:36	617.13K
WASSBPRDLZ1LUN03SSSNP-devlz2	05:32:06	614.76K
WASSBPRDLZ1LUN03SSSNP-247lz1	05:32:06	613.43K
WASSBPRDLZ1LUN03SSSNP-247lz1	06:56:31	612.86K
LIBQA1FSLUN02	20:42:36	611.82K
MIDWGZ2LUN04	05:07:06	608.43K
MIDWGZ2LUN03	05:07:06	608.43K
CALDEVLZ2LUN001	05:07:36	607.23K
WLSPRDCGLUN02	22:27:06	606.81K
WLSPRDCGLUN01	22:27:06	606.81K
WASSRSPRDZFSLUN02SSSNP-prdlz2	06:56:31	603.45K
LIBQA1FSLUN02	15:22:36	601.12K
WASSBPRDLZ1LUN03SSSNP-devlz3	05:32:06	600.22K
WLSDDEVGZ2LUN04	05:07:06	592.31K
WLSDDEVGZ2LUN03	05:07:06	592.31K
WLSCDEVLUN02	22:02:06	592.26K
WLSDDEVGZ2LUN04	20:02:36	590.10K
WLSDDEVGZ2LUN03	20:02:36	590.10K
WASSBPRDLZ1LUN03SSSNP-qalz1	05:32:06	586.49K
CTRLMEMPRDLZ1LUN02	08:31:31	581.12K
CTRLMEMPRDLZ1LUN01	08:31:31	581.12K
REMAPP1PRDLUN03	14:42:36	579.92K
UNIVERSELUN01SSSNP-caldevlz3	05:02:06	579.60K
CTRLMSRVDEVLUN02	01:37:06	579.06K
CTRLMEMDEVLUN06	01:37:06	578.72K
WLSTQPRDGZ1LUN01	05:22:36	574.63K
REMAPP1PRDLUN02	11:31:31	568.77K
REMAPP1PRDLUN01	11:31:31	568.77K
WASSB247LUN04	05:02:36	568.20K
WASSB247LUN03	05:02:36	568.20K
WASSRSPRDZFSLUN01SSSNP-devlz1	13:26:31	557.35K
MIDWGZ1OSLUN02	00:07:06	549.74K
MIDWGZ1OSLUN01	00:07:06	549.74K
REMAPP1PRDLUN03	14:47:36	547.91K
WLSCDEVLUN04	05:07:36	545.03K
WLSCDEVLUN03	05:07:36	545.03K
WASSBPRDLZ1LUN03SSSNP-devlz1	22:47:36	534.27K
WASSRSPRDZFSLUN01SSSNP-qalz2	11:12:01	532.32K
WLSCDEVLUN04	01:27:36	524.33K
WLSCDEVLUN03	01:27:36	524.33K
WLSCDEVLUN04	02:57:36	523.77K
WLSCDEVLUN03	02:57:36	523.77K
WASSBPRDLZ1LUN03SSSNP-247lz1	06:12:01	520.08K
WLSCTPRDLZLUN02	16:22:36	519.88K
WLSCTPRDLZLUN01	16:22:36	519.88K
WASSRSPRDZFSLUN01SSSNP-qalz2	07:02:01	515.15K
WASSBPRDLZ1LUN03SSSNP-devlz1	16:32:36	508.88K
WASSBPRDLZ1LUN03SSSNP-devlz1	14:27:36	505.83K
WASSRSPRDZFSLUN01SSSNP-qalz2	09:07:01	504.32K
WASSBPRDLZ1LUN03SSSNP-devlz1	00:52:36	504.30K
WASSBPRDLZ1LUN03SSSNP-devlz1	05:02:36	503.60K
WASSBQALZLUN02	05:07:06	496.23K
WASSBQALZLUN01	05:07:06	496.23K
WASSB247LUN04	05:02:06	493.97K
WASSB247LUN03	05:02:06	493.97K
WASSRSPRDZFSLUN02SSSNP-prdlz2	06:11:31	489.50K
WASSRSPRDZFSLUN02SSSNP-qalz3	16:22:36	488.63K
WLSCDEVLUN04	12:42:01	486.65K
WLSCDEVLUN03	12:42:01	486.65K
WLSIDEVLUN01	17:57:36	485.77K
WLSIDEVGZ2LUN01	17:57:36	485.77K
OASIDEVLUN01	18:52:36	485.27K
OASIDEVGZ2LUN1	18:52:36	485.27K
WLSIDEVLUN01	16:27:36	484.55K
WLSIDEVGZ2LUN01	16:27:36	484.55K
WLSDDEVLZ3LUN02	05:47:36	484.40K
WLSDDEVLZ3LUN01	05:47:36	484.40K
WLSIDEVLUN01	17:52:36	482.40K
WLSIDEVGZ2LUN01	17:52:36	482.40K
PSQLGEKF1LUN04	20:52:36	482.00K
PSQLGEKF1LUN04	21:52:36	481.95K
PSQLGEKF1LUN04	01:27:36	479.20K
OASIDEVLUN01	05:12:36	477.60K
OASIDEVGZ2LUN1	05:12:36	477.60K
PSQLOAL3LUN1	23:57:06	476.85K
MIDWGZ2LUN02	05:07:06	476.76K
MIDWGZ2LUN01	05:07:06	476.76K
WLSIDEVLUN01	14:57:36	475.13K
WLSIDEVGZ2LUN01	14:57:36	475.13K
PSQLGEKF1LUN04	03:17:36	474.53K
PSQLGEKF1LUN04	21:22:36	474.40K
WLSIDEVLUN02	12:51:31	472.72K
SEN3HOST15	05:42:36	471.55K
CTRLMSRVPRDLZ1LUN02	05:02:06	471.13K
CTRLMSRVPRDLZ1LUN01	05:02:06	471.13K
CTRLMEMPRDLZ1LUN02	23:12:36	469.67K
CTRLMEMPRDLZ1LUN01	23:12:36	469.67K
WLSDPRDGZ2LUN04	05:02:06	465.47K
WLSDPRDGZ2LUN03	05:02:06	465.47K
WLSDPRDGZ2LUN02	05:02:06	462.14K
WLSDPRDGZ2LUN01	05:02:06	462.14K
MIDWGZ1OSLUN02	04:47:06	461.15K
MIDWGZ1OSLUN01	04:47:06	461.15K
WLSIDEVLUN01	03:02:36	459.00K
WLSIDEVGZ2LUN01	03:02:36	459.00K
SAPPRDBWLZ1LUN01	22:12:36	456.87K
LIBQA2OSLUN01	07:46:31	453.26K
LIBQA2OSLUN02	07:46:31	453.23K
WASSBPRDLZ1LUN03SSSNP-devlz3	11:22:01	449.32K
SLMPRDGZLUN03	20:02:06	447.75K
WLSIDEVLUN02	22:07:06	442.33K
SEN3HOST16	06:16:31	436.61K
WLSIPRDGLUN02	02:52:36	436.37K
WLSIPRDGLUN01	02:52:36	436.37K
WASSBQALZLUN02	16:22:06	436.09K
WASSBQALZLUN01	16:22:06	436.08K
PSQLCPR2LUN02	02:02:06	434.62K
WLSDDEVLZ3LUN02	22:37:36	431.63K
WLSDDEVLZ3LUN01	22:37:36	431.63K
WASSDEVLUN02	02:27:06	429.61K
WLSIPRDGLUN02	18:42:06	427.93K
WLSIPRDGLUN01	18:42:06	427.93K
WLSDDEVLZ3LUN02	09:07:01	425.60K
WLSDDEVLZ3LUN01	09:07:01	425.60K
WLSDDEVLZ3LUN02	10:12:01	424.33K
WLSDDEVLZ3LUN01	10:12:01	424.33K
WLSIPRDGLUN02	14:27:36	424.18K
WLSIPRDGLUN01	14:27:36	424.18K
WLSDPRDGZ2LUN02	14:11:31	423.98K
WLSDPRDGZ2LUN01	14:11:31	423.98K
IIBQA1LZ1LUN01	05:02:06	422.81K
DSQLFULLV1LUN03	11:47:01	422.67K
WLSDDEVLZ3LUN02	22:17:36	422.48K
WLSDDEVLZ3LUN01	22:17:36	422.48K
SEN3HOST16	12:02:01	421.20K
DB2SRSPRDLUN01SSSNP-backup	21:07:06	418.82K
CTRLMSRVPRDLZ1LUN03	17:02:06	418.23K
WASSBPRDLZ1LUN03SSSNP-devlz3	09:17:01	410.10K
UNIVERSELUN01SSSNP-caloptlz2	05:42:06	409.63K
OASPRODLUN04	21:17:36	405.40K
OASPRODLUN03	21:17:36	405.40K
PSQLCPR2LUN05	10:27:01	405.23K
OASIDEVLUN02	22:02:06	400.59K
UNIVERSELUN01SSSNP-cal247	05:17:06	400.12K
SRMAPPRDLZ1LUN04	00:07:06	399.77K
OASIDEVLUN02	14:22:36	398.27K
SLMPRDGZLUN03	07:47:01	398.22K
PSQLOAL3LUN1	04:42:06	396.57K
MIDWGZ1OSLUN02	12:46:31	395.16K
MIDWGZ1OSLUN01	12:46:31	395.16K
WLSPRDCGLUN02	22:42:36	393.48K
WLSPRDCGLUN01	22:42:36	393.48K
SLMPRDGZLUN03	06:37:01	393.30K
UNIVERSELUN01SSSNP-backup	21:07:06	390.11K
PSQLOAL3LUN1	13:41:31	389.85K
WASSBPRDLZ1LUN03SSSNP-devlz3	07:12:01	389.75K
TSQLDFS4LUN01	18:47:06	388.34K
REMAPP1PRDLUN03	10:32:01	387.78K
WASSRSPRDZFSLUN02SSSNP-backup	21:07:06	385.16K
WASSDEVLUN02	22:02:06	380.15K
SLMPRDGZLUN03	10:37:01	378.77K
UNIVERSELUN01SSSNP-backup	21:27:06	377.63K
WASSBQALZLUN04	00:12:36	371.77K
WLSIPRDGLUN02	20:32:36	370.88K
WLSIPRDGLUN01	20:32:36	370.75K
DB2SRSPRDLZ1LUN01SSSNP-backup	21:07:06	369.72K
WASSB247LUN06	05:02:36	366.25K
WASSB247LUN05	05:02:36	366.25K
WLSPRDCLUN02	18:42:06	364.17K
WLSPRDCLUN01	18:42:06	364.17K
LIBQA1GZOSLUN02	05:02:06	361.92K
LIBQA1GZOSLUN01	05:02:06	361.92K
WASSDEVLUN06	23:57:36	360.83K
WASSDEVLUN05	23:57:36	360.83K
WASSRSPRDZFSLUN01SSSNP-devlz3	22:02:06	359.91K
SAPPRDBWLZ1LUN01	15:37:36	359.30K
UNIVERSELUN01SSSNP-cal247	05:22:06	358.84K
WASSRSPRDZFSLUN01SSSNP-devlz3	17:52:06	356.85K
SAPPRDBWLZ1LUN01	05:07:36	356.77K
WASSRSPRDZFSLUN01SSSNP-devlz3	04:17:06	356.75K
WASSRSPRDZFSLUN01SSSNP-devlz3	19:57:06	355.92K
WASSRSPRDZFSLUN01SSSNP-devlz3	02:12:06	355.58K
WLSIPRDGLUN02	18:27:36	353.12K
WLSIPRDGLUN01	18:27:36	353.12K
SLMPRDGZLUN05	15:32:36	352.03K
CTRLMSRVPRDLZ1LUN03	13:26:01	351.94K
WASSRSQALZ1LUN03	05:07:36	350.95K
UNIVERSELUN01SSSNP-caldevlz2	05:22:06	349.45K
CTRLMSRVPRDLZ1LUN03	15:27:06	348.40K
SAPPRDBWLZ1LUN01	21:37:36	348.12K
SAPPRDBWLZ1LUN01	22:47:36	347.18K
WLSTQDEVGZ2LUN01	05:02:06	346.12K
